"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"PTPRT","0.0159","0.106","0.0993","2","hsa-miR-215-5p","hsa-miR-3909","",""
"RAB2B","0.0181","0.106","0.106","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"RAD1","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"RB1","0.0173","0.106","0.104","2","hsa-miR-215-5p","hsa-miR-3909","",""
"RNF144A","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"RRP12","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"SGCB","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"SLC52A2","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"TBC1D31","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"TCF7","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"TDRP","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"TEX30","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"THAP12","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"TOMM34","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"TRAIP","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"TROAP","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"USP18","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"USP54","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"VRK1","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"WRB","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"ZNF346","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"NDUFA4P1","0.0188","0.108","0.109","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"SLC2A3","0.0188","0.108","0.109","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"DEPDC1","0.0196","0.112","0.111","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"TMEM214","0.0196","0.112","0.111","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"ABCB9","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"ADPGK","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"AKT3","0.0212","0.114","0.115","2","hsa-miR-146b-5p","hsa-miR-503-5p","",""
"ARHGEF19","0.0229","0.114","0.0231","1","hsa-miR-503-5p","","",""
"ATAD5","0.0220","0.114","0.118","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"ATF1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"BCL2L12","0.0220","0.114","0.118","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"C11orf49","0.0229","0.114","0.0231","1","hsa-miR-3909","","",""
"C1orf198","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"CARD11","0.0229","0.114","0.0231","1","hsa-miR-146b-5p","","",""
"CCND1","0.0225","0.114","0.290","4","hsa-miR-503-5p","hsa-miR-24-3p","hsa-miR-5010-3p","hsa-miR-146a-5p"
"CCNG2","0.0229","0.114","0.0231","1","hsa-miR-503-5p","","",""
"CD34","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"CD40","0.0229","0.114","0.0231","1","hsa-miR-503-5p","","",""
"CHEK1","0.0228","0.114","0.120","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"CSGALNACT2","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"CSTF3","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"CWC27","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"DIMT1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"EML1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"FBXO5","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"GSDMA","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"HMMR","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"IDI1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"IL1R1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"IL4","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"KIF20A","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"KIF24","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"LGMN","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"MCM9","0.0212","0.114","0.115","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"MIS12","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"MMS19","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"NCBP1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"NEK6","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"NET1","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"NFKBIZ","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"NKX3-1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"NOVA1","0.0229","0.114","0.0231","1","hsa-miR-146b-5p","","",""
"OPA1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"PACSIN3","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"POLR2I","0.0229","0.114","0.0231","1","hsa-miR-1180-3p","","",""
"PRDX6","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"PSMD6","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"RALA","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"RECQL","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"RNF26","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"ROPN1L","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"RUFY3","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"SCMH1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"SCRT2","0.0229","0.114","0.0231","1","hsa-miR-5010-3p","","",""
"SNRNP25","0.0229","0.114","0.0231","1","hsa-miR-4677-3p","","",""
"SYCE1L","0.0229","0.114","0.0231","1","hsa-miR-425-3p","","",""
"SYNRG","0.0204","0.114","0.113","2","hsa-miR-1180-3p","hsa-miR-24-3p","",""
"TCFL5","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"TDP1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"TICAM2","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"TRPC1","0.0229","0.114","0.0231","1","hsa-miR-215-5p","","",""
"TUBGCP2","0.0229","0.114","0.0231","1","hsa-miR-24-3p","","",""
"UMPS","0.0204","0.114","0.113","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"XKR7","0.0212","0.114","0.115","2","hsa-miR-3173-5p","hsa-miR-503-5p","",""
"ZCCHC14","0.0220","0.114","0.118","2","hsa-miR-24-3p","hsa-miR-1180-3p","",""
"ARHGAP39","0.0236","0.116","0.122","2","hsa-miR-24-3p","hsa-miR-425-3p","",""
"BCL7B","0.0236","0.116","0.122","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"HNRNPA1","0.0235","0.116","0.215","3","hsa-miR-24-3p","hsa-miR-3173-5p","hsa-miR-503-5p",""
"PIGM","0.0236","0.116","0.122","2","hsa-miR-215-5p","hsa-miR-5010-3p","",""
"PTGFRN","0.0236","0.116","0.122","2","hsa-miR-24-3p","hsa-miR-3909","",""
"RUFY2","0.0236","0.116","0.122","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"CA8","0.0245","0.120","0.125","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"METTL7A","0.0245","0.120","0.125","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"PLEKHG5","0.0245","0.120","0.125","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"RAD54L2","0.0253","0.123","0.127","2","hsa-miR-24-3p","hsa-miR-3074-5p","",""
"SLC33A1","0.0253","0.123","0.127","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"TMED7","0.0253","0.123","0.127","2","hsa-miR-24-3p","hsa-miR-5010-3p","",""
"ZMIZ2","0.0253","0.123","0.127","2","hsa-miR-5010-3p","hsa-miR-4677-3p","",""
"AAMP","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"AHSA1","0.0274","0.123","0.0277","1","hsa-miR-503-5p","","",""
"AMPD2","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"ANKRD6","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"ANPEP","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"ASPM","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"BGLAP","0.0274","0.123","0.0277","1","hsa-miR-146a-5p","","",""
"CCDC122","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"CDKN2D","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"CMTM4","0.0271","0.123","0.132","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"CTSD","0.0274","0.123","0.0277","1","hsa-miR-503-5p","","",""
"DDX50","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"DVL3","0.0271","0.123","0.132","2","hsa-miR-24-3p","hsa-miR-4677-3p","",""
"FADD","0.0274","0.123","0.0277","1","hsa-miR-146a-5p","","",""
"IL1B","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"KIF22","0.0274","0.123","0.0277","1","hsa-miR-146a-5p","","",""
"MIF","0.0274","0.123","0.0277","1","hsa-miR-146a-5p","","",""
"MRPL40","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"NIPSNAP2","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"NOS3","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"NT5C1A","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"OGFR","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"PAF1","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"PHTF1","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"PI4K2B","0.0262","0.123","0.129","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"PIK3R4","0.0274","0.123","0.0277","1","hsa-miR-503-5p","","",""
"PLAUR","0.0274","0.123","0.0277","1","hsa-miR-146a-5p","","",""
"POLD1","0.0274","0.123","0.0277","1","hsa-miR-24-3p","","",""
"PPAT","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"PPP1CA","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"SLC10A3","0.0262","0.123","0.129","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"SLC25A40","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"SLC39A8","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"SPP1","0.0274","0.123","0.0277","1","hsa-miR-146a-5p","","",""
"STK3","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"TJP2","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"TSPAN9","0.0274","0.123","0.0277","1","hsa-miR-1180-3p","","",""
"XK","0.0274","0.123","0.0277","1","hsa-miR-215-5p","","",""
"ZMAT3","0.0258","0.123","0.223","3","hsa-miR-215-5p","hsa-miR-503-5p","hsa-miR-3909",""
"ZNF449","0.0262","0.123","0.129","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"FBXW7","0.0280","0.125","0.134","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"FOS","0.0280","0.125","0.134","2","hsa-miR-215-5p","hsa-miR-146a-5p","",""
"TMPRSS5","0.0280","0.125","0.134","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"TSC22D2","0.0282","0.126","0.231","3","hsa-miR-503-5p","hsa-miR-5010-3p","hsa-miR-24-3p",""
"KIF23","0.0289","0.129","0.136","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"RNF11","0.0292","0.130","0.234","3","hsa-miR-24-3p","hsa-miR-5010-3p","hsa-miR-146a-5p",""
"ADD1","0.0298","0.131","0.139","2","hsa-miR-24-3p","hsa-miR-3074-5p","",""
"FANCA","0.0298","0.131","0.139","2","hsa-miR-503-5p","hsa-miR-1180-3p","",""
"MBD4","0.0298","0.131","0.139","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"MICAL2","0.0298","0.131","0.139","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"SERTAD2","0.0298","0.131","0.139","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"B3GNT5","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"CCDC32","0.0319","0.132","0.0323","1","hsa-miR-24-3p","","",""
"CD248","0.0319","0.132","0.0323","1","hsa-miR-5010-3p","","",""
"CIB2","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"CLSTN1","0.0317","0.132","0.143","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"DEAF1","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"DHX8","0.0319","0.132","0.0323","1","hsa-miR-1180-3p","","",""
"DSC2","0.0319","0.132","0.0323","1","hsa-miR-24-3p","","",""
"ELP1","0.0319","0.132","0.0323","1","hsa-miR-24-3p","","",""
"FAM71B","0.0319","0.132","0.0323","1","hsa-miR-4677-3p","","",""
"GATA3","0.0319","0.132","0.0323","1","hsa-miR-24-3p","","",""
"HADH","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"KBTBD7","0.0319","0.132","0.0323","1","hsa-miR-4677-3p","","",""
"LAMTOR5","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"MAP6D1","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"MDM4","0.0307","0.132","0.239","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-1180-3p",""
"NAB1","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"NIPA1","0.0317","0.132","0.143","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"NOD2","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"OSBPL6","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"PDLIM5","0.0317","0.132","0.143","2","hsa-miR-24-3p","hsa-miR-3074-5p","",""
"PDLIM7","0.0319","0.132","0.0323","1","hsa-miR-24-3p","","",""
"PHF10","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"PLAU","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"PLOD1","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"POLA2","0.0307","0.132","0.141","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"PPM1F","0.0307","0.132","0.141","2","hsa-miR-24-3p","hsa-miR-3173-5p","",""
"PROSER1","0.0319","0.132","0.0323","1","hsa-miR-24-3p","","",""
"RIC8B","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"SGPP1","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"SLC6A20","0.0319","0.132","0.0323","1","hsa-miR-3074-5p","","",""
"SLF1","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"SNX33","0.0319","0.132","0.0323","1","hsa-miR-5010-3p","","",""
"ST3GAL6","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"TTK","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"TUBGCP3","0.0319","0.132","0.0323","1","hsa-miR-215-5p","","",""
"YRDC","0.0317","0.132","0.143","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"C16orf52","0.0326","0.133","0.145","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"CCL16","0.0326","0.133","0.145","2","hsa-miR-5010-3p","hsa-miR-24-3p","",""
"CREBL2","0.0326","0.133","0.145","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"EMC7","0.0326","0.133","0.145","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ZNF581","0.0326","0.133","0.145","2","hsa-miR-5010-3p","hsa-miR-24-3p","",""
"PTDSS2","0.0336","0.137","0.148","2","hsa-miR-24-3p","hsa-miR-425-3p","",""
"ALCAM","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"ANK3","0.0364","0.140","0.0369","1","hsa-miR-503-5p","","",""
"CCAR1","0.0364","0.140","0.0369","1","hsa-miR-24-3p","","",""
"CCDC15","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"CEP85L","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"DLST","0.0364","0.140","0.0369","1","hsa-miR-503-5p","","",""
"EDRF1","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"EEF1A2","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"EGR1","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"ENTPD5","0.0356","0.140","0.152","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"FAM200B","0.0364","0.140","0.0369","1","hsa-miR-1180-3p","","",""
"GORASP2","0.0364","0.140","0.0369","1","hsa-miR-24-3p","","",""
"HECTD2","0.0364","0.140","0.0369","1","hsa-miR-5010-3p","","",""
"HKR1","0.0364","0.140","0.0369","1","hsa-miR-24-3p","","",""
"ID1","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"IQCB1","0.0364","0.140","0.0369","1","hsa-miR-24-3p","","",""
"ITGAV","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"KLHL23","0.0356","0.140","0.152","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"LAMC2","0.0364","0.140","0.0369","1","hsa-miR-146a-5p","","",""
"LIMS1","0.0346","0.140","0.150","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"MPP2","0.0356","0.140","0.152","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"NCOA5","0.0364","0.140","0.0369","1","hsa-miR-24-3p","","",""
"PRKCE","0.0364","0.140","0.0369","1","hsa-miR-146a-5p","","",""
"RGS9BP","0.0346","0.140","0.150","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"RHOC","0.0346","0.140","0.150","2","hsa-miR-3074-5p","hsa-miR-4677-3p","",""
"SLC35B2","0.0364","0.140","0.0369","1","hsa-miR-24-3p","","",""
"SMARCB1","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"SNX13","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"TAF9B","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"TMEFF1","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"TOR3A","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"TTYH2","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"VASH2","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"ZNHIT3","0.0364","0.140","0.0369","1","hsa-miR-215-5p","","",""
"CLIP4","0.0366","0.141","0.155","2","hsa-miR-215-5p","hsa-miR-5010-3p","",""
"KLLN","0.0366","0.141","0.155","2","hsa-miR-4677-3p","hsa-miR-24-3p","",""
"BCL2","0.0376","0.144","0.157","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"PAG1","0.0376","0.144","0.157","2","hsa-miR-5010-3p","hsa-miR-3074-5p","",""
"AGL","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"B3GNT6","0.0409","0.148","0.0416","1","hsa-miR-3909","","",""
"C15orf39","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"C1QTNF3","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"CLN6","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"CNDP2","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"CYP11B2","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"FGF14","0.0409","0.148","0.0416","1","hsa-miR-5010-3p","","",""
"FNBP4","0.0409","0.148","0.0416","1","hsa-miR-3909","","",""
"GYG2","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"HOMER1","0.0409","0.148","0.0416","1","hsa-miR-5010-3p","","",""
"LRRC10","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"NCSTN","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"NDUFA7","0.0397","0.148","0.162","2","hsa-miR-425-3p","hsa-miR-24-3p","",""
"NEDD1","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"NEMP1","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"NXPE2","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"OARD1","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"PABPC4","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"PARN","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"PPID","0.0409","0.148","0.0416","1","hsa-miR-5010-3p","","",""
"PTENP1","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"RCC1L","0.0409","0.148","0.0416","1","hsa-miR-503-5p","","",""
"RIMKLA","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"SCAMP2","0.0407","0.148","0.164","2","hsa-miR-24-3p","hsa-miR-3173-5p","",""
"SLC19A2","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"SMN1","0.0409","0.148","0.0416","1","hsa-miR-146a-5p","","",""
"SPINT2","0.0409","0.148","0.0416","1","hsa-miR-4677-3p","","",""
"TCHP","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"TMEM173","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"TMEM92","0.0409","0.148","0.0416","1","hsa-miR-24-3p","","",""
"TNFSF13B","0.0409","0.148","0.0416","1","hsa-miR-215-5p","","",""
"TNRC6C","0.0397","0.148","0.162","2","hsa-miR-3074-5p","hsa-miR-5010-3p","",""
"TRAF6","0.0407","0.148","0.164","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"OLFML2A","0.0418","0.151","0.166","2","hsa-miR-146a-5p","hsa-miR-3909","",""
"ZFP30","0.0418","0.151","0.166","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ARL1","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"BARD1","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"BBC3","0.0428","0.154","0.169","2","hsa-miR-3074-5p","hsa-miR-24-3p","",""
"BCL2L14","0.0453","0.154","0.0462","1","hsa-miR-4677-3p","","",""
"C6orf62","0.0453","0.154","0.0462","1","hsa-miR-1180-3p","","",""
"CBY3","0.0428","0.154","0.169","2","hsa-miR-3909","hsa-miR-24-3p","",""
"CCL2","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"CCND2","0.0445","0.154","0.275","3","hsa-miR-503-5p","hsa-miR-3074-5p","hsa-miR-146a-5p",""
"CDH13","0.0453","0.154","0.0462","1","hsa-miR-3074-5p","","",""
"DHFR2","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"ENC1","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"FAHD2A","0.0453","0.154","0.0462","1","hsa-miR-3909","","",""
"FBXO25","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"FGFR3","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"HDAC1","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"HOXD10","0.0453","0.154","0.0462","1","hsa-miR-146a-5p","","",""
"IFNG","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"IKBKB","0.0453","0.154","0.0462","1","hsa-miR-503-5p","","",""
"IL15","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"MAFB","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"MBOAT1","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"MFSD13A","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"MPIG6B","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"NFKBIA","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"OSBPL10","0.0439","0.154","0.171","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"OTOG","0.0453","0.154","0.0462","1","hsa-miR-3074-5p","","",""
"PAX8","0.0453","0.154","0.0462","1","hsa-miR-146b-5p","","",""
"PDGFRB","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"RAC1","0.0439","0.154","0.171","2","hsa-miR-425-3p","hsa-miR-146a-5p","",""
"RADIL","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"RET","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"RPL19","0.0453","0.154","0.0462","1","hsa-miR-1180-3p","","",""
"RTKN2","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"SGO2","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"SP8","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"SSSCA1","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"TLR2","0.0453","0.154","0.0462","1","hsa-miR-146a-5p","","",""
"TNF","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"TOMM22","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"UBA5","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"UBE2C","0.0453","0.154","0.0462","1","hsa-miR-24-3p","","",""
"WWC3","0.0453","0.154","0.0462","1","hsa-miR-215-5p","","",""
"YME1L1","0.0450","0.154","0.173","2","hsa-miR-24-3p","hsa-miR-215-5p","",""
"ZNHIT6","0.0453","0.154","0.0462","1","hsa-miR-4677-3p","","",""
"JARID2","0.0461","0.156","0.175","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"PDPK1","0.0461","0.156","0.175","2","hsa-miR-24-3p","hsa-miR-5010-3p","",""
"PRICKLE1","0.0472","0.159","0.178","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"SMAD2","0.0472","0.159","0.178","2","hsa-miR-146a-5p","hsa-miR-503-5p","",""
"AGPAT3","0.0497","0.161","0.0508","1","hsa-miR-24-3p","","",""
"ALG10B","0.0483","0.161","0.180","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"AURKB","0.0497","0.161","0.0508","1","hsa-miR-24-3p","","",""
"CDC7","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"DNAJC19","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"DUSP22","0.0497","0.161","0.0508","1","hsa-miR-1180-3p","","",""
"EDEM3","0.0494","0.161","0.182","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"ETV5","0.0497","0.161","0.0508","1","hsa-miR-3173-5p","","",""
"FBN1","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"FBRSL1","0.0497","0.161","0.0508","1","hsa-miR-5010-3p","","",""
"FGD1","0.0497","0.161","0.0508","1","hsa-miR-3909","","",""
"HSPA1A","0.0497","0.161","0.0508","1","hsa-miR-146a-5p","","",""
"IL7","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"IRAK4","0.0483","0.161","0.180","2","hsa-miR-215-5p","hsa-miR-3074-5p","",""
"KCNK2","0.0497","0.161","0.0508","1","hsa-miR-24-3p","","",""
"MAP3K20","0.0497","0.161","0.0508","1","hsa-miR-3173-5p","","",""
