"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"DHFR","0.000539","0.0403","0.0185","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"MKRN2","0.000539","0.0403","0.0185","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"TOP1","0.000539","0.0403","0.0185","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"DTL","0.000691","0.0436","0.0208","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ERBB4","0.000691","0.0436","0.0208","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"FANCF","0.000675","0.0436","0.0616","3","hsa-miR-146b-5p","hsa-miR-146a-5p","hsa-miR-24-3p",""
"FEN1","0.000626","0.0436","0.0600","3","hsa-miR-24-3p","hsa-miR-215-5p","hsa-miR-3074-5p",""
"GFOD1","0.000691","0.0436","0.0208","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"POU3F1","0.000626","0.0436","0.0600","3","hsa-miR-3909","hsa-miR-146b-5p","hsa-miR-146a-5p",""
"MFSD6","0.000957","0.0573","0.0693","3","hsa-miR-146b-5p","hsa-miR-146a-5p","hsa-miR-3074-5p",""
"UTP15","0.000957","0.0573","0.0693","3","hsa-miR-1180-3p","hsa-miR-146b-5p","hsa-miR-146a-5p",""
"CASP7","0.00105","0.0599","0.0254","2","hsa-miR-215-5p","hsa-miR-146a-5p","",""
"THOP1","0.00105","0.0599","0.0254","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ACTBL2","0.00126","0.0655","0.0277","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"ARHGAP19","0.00126","0.0655","0.0277","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"BRCA2","0.00126","0.0655","0.0277","2","hsa-miR-146a-5p","hsa-miR-215-5p","",""
"IL1RL2","0.00126","0.0655","0.0277","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"USP48","0.00130","0.0665","0.0770","3","hsa-miR-146b-5p","hsa-miR-146a-5p","hsa-miR-503-5p",""
"PACS2","0.00146","0.0730","0.0800","3","hsa-miR-24-3p","hsa-miR-146b-5p","hsa-miR-146a-5p",""
"UHRF1","0.00172","0.0843","0.0323","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"CTCF","0.00199","0.0914","0.0346","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"FBXO36","0.00199","0.0914","0.0346","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"PPP1R26","0.00199","0.0914","0.0346","2","hsa-miR-215-5p","hsa-miR-4677-3p","",""
"BTN2A2","0.00226","0.0934","0.0369","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"CDKN2A","0.00226","0.0934","0.0369","2","hsa-miR-24-3p","hsa-miR-215-5p","",""
"EMC2","0.00226","0.0934","0.0369","2","hsa-miR-425-3p","hsa-miR-24-3p","",""
"GPM6B","0.00226","0.0934","0.0369","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"STIL","0.00226","0.0934","0.0369","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ZNRF3","0.00222","0.0934","0.0923","3","hsa-miR-146b-5p","hsa-miR-215-5p","hsa-miR-503-5p",""
"ACACA","0.00620","0.0968","0.132","3","hsa-miR-24-3p","hsa-miR-3074-5p","hsa-miR-5010-3p",""
"ACD","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"ACSF3","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ACTR2","0.00843","0.0968","0.148","3","hsa-miR-215-5p","hsa-miR-503-5p","hsa-miR-3074-5p",""
"AGPAT2","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"ALG10","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ALG5","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"ANAPC10","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ANAPC15","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ARHGEF40","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"BBOF1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"BIVM","0.00355","0.0968","0.0462","2","hsa-miR-215-5p","hsa-miR-3173-5p","",""
"BRWD1","0.00305","0.0968","0.103","3","hsa-miR-215-5p","hsa-miR-146a-5p","hsa-miR-146b-5p",""
"C18orf54","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"C9orf163","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"CARD10","0.00898","0.0968","0.0739","2","hsa-miR-24-3p","hsa-miR-146a-5p","",""
"CASP10","0.00898","0.0968","0.0739","2","hsa-miR-5010-3p","hsa-miR-24-3p","",""
