"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"C4orf46","0.231","0.606","0.255","1","hsa-miR-215-5p","","",""
"CACHD1","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"CASK","0.232","0.606","0.461","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-191-5p","",""
"CCDC171","0.232","0.606","0.461","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"CCDC6","0.257","0.606","0.493","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"CDKN1C","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"CDKN2AIP","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CHEK1","0.231","0.606","0.255","1","hsa-miR-503-5p","","",""
"CLCN4","0.231","0.606","0.255","1","hsa-miR-324-5p","","",""
"CLMP","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"CLSPN","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"CRTC2","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"CTCF","0.281","0.606","0.318","1","hsa-miR-215-5p","","",""
"CYB561D1","0.219","0.606","0.445","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"DBN1","0.281","0.606","0.318","1","hsa-miR-324-5p","","",""
"DDN","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"DLG4","0.231","0.606","0.255","1","hsa-miR-324-5p","","",""
"DLL1","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"DMRTA2","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"DNAJB12","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"DNAJC14","0.231","0.606","0.255","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"DUSP8","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"EDAR","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"EGR1","0.281","0.606","0.318","1","hsa-miR-191-5p","","",""
"EIF5A2","0.219","0.606","0.445","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"ELF3","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"ELP5","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"EML4","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"EREG","0.231","0.606","0.255","1","hsa-miR-215-5p","","",""
"ERF","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"EYA4","0.219","0.606","0.445","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"FAM122A","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"FAM169A","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"FAM20B","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"FASLG","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"FBXL2","0.231","0.606","0.255","1","hsa-miR-324-5p","","",""
"FKBP4","0.281","0.606","0.318","1","hsa-miR-3184-5p","","",""
"FLOT2","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"FRK","0.283","0.606","0.525","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"FSCN1","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"G2E3","0.257","0.606","0.286","1","hsa-miR-503-5p","","",""
"GAP43","0.231","0.606","0.255","1","hsa-miR-191-5p","","",""
"GNE","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"GPR107","0.281","0.606","0.318","1","hsa-miR-324-5p","","",""
"GPR174","0.231","0.606","0.255","1","hsa-miR-503-5p","","",""
"GRIK3","0.257","0.606","0.493","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"GRM1","0.281","0.606","0.318","1","hsa-miR-3184-5p","","",""
"GRM4","0.281","0.606","0.318","1","hsa-miR-3184-5p","","",""
"GRWD1","0.231","0.606","0.255","1","hsa-miR-3184-5p","","",""
"GUCD1","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"HECTD4","0.257","0.606","0.286","1","hsa-miR-503-5p","","",""
"HNF1B","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"HNRNPA1","0.283","0.606","0.525","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"HNRNPD","0.231","0.606","0.255","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"HOXC12","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"HTRA3","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"IFFO2","0.270","0.606","0.509","2","hsa-miR-191-5p","hsa-miR-24-3p","",""
"IGDCC3","0.281","0.606","0.318","1","hsa-miR-215-5p","","",""
"INTS8","0.257","0.606","0.286","1","hsa-miR-215-5p","","",""
"IQGAP1","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"IST1","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"KCNC3","0.219","0.606","0.445","2","hsa-miR-3184-5p","hsa-miR-324-5p","",""
"KCNK2","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"KCTD21","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"KCTD3","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"LDB3","0.257","0.606","0.286","1","hsa-miR-215-5p","","",""
"LIG3","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"LIMD1","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"LIMK2","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"LPAR3","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"LRCH4","0.257","0.606","0.286","1","hsa-miR-503-5p","","",""
"LRP2","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"LUC7L","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"LYVE1","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"MAP7D1","0.281","0.606","0.318","1","hsa-miR-3184-5p","","",""
"MARK2","0.281","0.606","0.318","1","hsa-miR-3184-5p","","",""
"MEX3C","0.257","0.606","0.286","1","hsa-miR-324-5p","","",""
"MMP19","0.257","0.606","0.286","1","hsa-miR-324-5p","","",""
"MNT","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"MYO6","0.257","0.606","0.286","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"MYPN","0.270","0.606","0.509","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"MYT1","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"N4BP3","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"NAV1","0.219","0.606","0.445","2","hsa-miR-3184-5p","hsa-miR-503-5p","",""
"NBEAL2","0.231","0.606","0.255","1","hsa-miR-3184-5p","","",""
"NCAN","0.281","0.606","0.318","1","hsa-miR-324-5p","","",""
"NCKAP1L","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"NEFM","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"NET1","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"NEURL4","0.231","0.606","0.255","1","hsa-miR-191-5p","","",""
"NF2","0.257","0.606","0.286","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NFAM1","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"NFAT5","0.260","0.606","0.605","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-324-5p",""
"NFIX","0.270","0.606","0.509","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"NGFR","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"NID1","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"NRCAM","0.281","0.606","0.318","1","hsa-miR-191-5p","","",""
"NUMB","0.257","0.606","0.286","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NUP43","0.257","0.606","0.286","1","hsa-miR-324-5p","","",""
"NYNRIN","0.231","0.606","0.255","1","hsa-miR-503-5p","","",""
"OTUD5","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"PACS1","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"PCDHB16","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"PEX19","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"PHF7","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"PIGG","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"PIK3IP1","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"PIM1","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"PLEKHH2","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"PLEKHO2","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"PLXNB2","0.257","0.606","0.286","1","hsa-miR-215-5p","","",""
"POLR3D","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"PPP1R3B","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PPP3CB","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"PRDM4","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"PRELID2","0.231","0.606","0.255","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PRKACA","0.281","0.606","0.318","1","hsa-miR-3184-5p","","",""
"PTGFR","0.231","0.606","0.255","1","hsa-miR-503-5p","","",""
"PTPRA","0.231","0.606","0.255","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PXK","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"RAB3D","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"RAB5C","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"RAB8A","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"RAD51L3-RFFL","0.232","0.606","0.461","2","hsa-miR-215-5p","hsa-miR-3184-5p","",""
"RAF1","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"RALA","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"RALY","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"RASGEF1B","0.231","0.606","0.255","1","hsa-miR-503-5p","","",""
"RB1","0.231","0.606","0.255","1","hsa-miR-215-5p","","",""
"RFFL","0.232","0.606","0.461","2","hsa-miR-215-5p","hsa-miR-3184-5p","",""
"RFTN2","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RFX6","0.281","0.606","0.318","1","hsa-miR-215-5p","","",""
"RGS9BP","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"RICTOR","0.219","0.606","0.445","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"RIT1","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"RNF43","0.231","0.606","0.255","1","hsa-miR-3184-5p","","",""
"RRP8","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"SCAMP5","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"SESN1","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"SH3RF3","0.231","0.606","0.255","1","hsa-miR-215-5p","","",""
"SHROOM2","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"SLC35E1","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"SLC39A1","0.257","0.606","0.286","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SLC6A11","0.257","0.606","0.286","1","hsa-miR-503-5p","","",""
"SLC7A6OS","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"SNPH","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"SNTB1","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"SNX13","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"SNX33","0.281","0.606","0.318","1","hsa-miR-215-5p","","",""
"SOAT1","0.257","0.606","0.286","1","hsa-miR-215-5p","","",""
"SOCS6","0.270","0.606","0.509","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"SOST","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"SOX7","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"SRL","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"SRPX2","0.231","0.606","0.255","1","hsa-miR-215-5p","","",""
"ST3GAL1","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"STRADB","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"STRN","0.270","0.606","0.615","3","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","hsa-miR-503-5p",""
"STX5","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"SVIP","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"SYDE2","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"SYS1","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"SZT2","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"TAF1","0.257","0.606","0.286","1","hsa-miR-324-5p","","",""
"TAF9B","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TCF23","0.281","0.606","0.318","1","hsa-miR-3184-5p","","",""
"TCF7","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"TEF","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"TLCD2","0.257","0.606","0.286","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TM9SF2","0.231","0.606","0.255","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TMEM161B","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"TMEM41A","0.281","0.606","0.318","1","hsa-miR-3184-5p","","",""
"TMUB2","0.231","0.606","0.255","1","hsa-miR-3184-5p","","",""
"TOM1","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"TOR1AIP1","0.281","0.606","0.318","1","hsa-miR-215-5p","","",""
"TRAF6","0.257","0.606","0.286","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TRIM41","0.231","0.606","0.255","1","hsa-miR-3184-5p","","",""
"USP3","0.231","0.606","0.255","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"VPS37C","0.257","0.606","0.286","1","hsa-miR-503-5p","","",""
"VSTM4","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"WDR44","0.257","0.606","0.286","1","hsa-miR-215-5p","","",""
"WHSC1","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"WNK2","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"WNT7A","0.231","0.606","0.255","1","hsa-miR-503-5p","","",""
"WSCD2","0.231","0.606","0.255","1","hsa-miR-215-5p","","",""
"ZBTB26","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZC3H6","0.283","0.606","0.525","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"ZCCHC24","0.244","0.606","0.477","2","hsa-miR-191-5p","hsa-miR-24-3p","",""
"ZDHHC13","0.231","0.606","0.255","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZNF74","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"ZNF772","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"ABCA9","0.305","0.615","0.350","1","hsa-miR-3184-5p","","",""
"ACSBG1","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"ALG6","0.305","0.615","0.350","1","hsa-miR-215-5p","","",""
"ANKRD13B","0.305","0.615","0.350","1","hsa-miR-503-5p","","",""
"APTX","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"AREL1","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"ARHGAP31","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"B3GALNT2","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"B3GNT1","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"BCAS3","0.329","0.615","0.382","1","hsa-miR-3184-5p","","",""
"BCKDK","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"BNIP3L","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"BVES","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"C20orf194","0.322","0.615","0.573","2","hsa-miR-324-5p","hsa-miR-503-5p","",""
"CASP2","0.305","0.615","0.350","1","hsa-miR-3184-5p","","",""
"CBX2","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"CBX5","0.310","0.615","0.658","3","hsa-miR-24-3p","hsa-miR-3184-5p","hsa-miR-503-5p",""
"CCAR2","0.305","0.615","0.350","1","hsa-miR-503-5p","","",""
"CCDC180","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"CCND3","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"CDC42SE1","0.329","0.615","0.382","1","hsa-miR-3184-5p","","",""
"CDX2","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"CHD5","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"CHIC1","0.296","0.615","0.541","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"CHMP7","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"CMPK1","0.305","0.615","0.350","1","hsa-miR-503-5p","","",""
"CRNKL1","0.329","0.615","0.382","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CRY2","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"DEDD","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"DIEXF","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"DOLPP1","0.329","0.615","0.382","1","hsa-miR-3184-5p","","",""
"ELP4","0.305","0.615","0.350","1","hsa-miR-215-5p","","",""
"EMX2","0.305","0.615","0.350","1","hsa-miR-191-5p","","",""
"ENY2","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"EPB41L4B","0.305","0.615","0.350","1","hsa-miR-503-5p","","",""
"EPOR","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"ERI2","0.329","0.615","0.382","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ERLIN2","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"ESYT2","0.329","0.615","0.382","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"FBRS","0.305","0.615","0.350","1","hsa-miR-3184-5p","","",""
"FBXL16","0.329","0.615","0.382","1","hsa-miR-3184-5p","","",""
"FCHSD2","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"FGFR1OP","0.305","0.615","0.350","1","hsa-miR-215-5p","","",""
"FHDC1","0.305","0.615","0.350","1","hsa-miR-503-5p","","",""
"FREM2","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"FST","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"FZD5","0.296","0.615","0.541","2","hsa-miR-191-5p","hsa-miR-24-3p","",""
"GABRA4","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"GALNTL6","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"GGA1","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"GLIPR2","0.305","0.615","0.350","1","hsa-miR-3184-5p","","",""
"GPR155","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"HAP1","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"HM13","0.329","0.615","0.382","1","hsa-miR-3184-5p","","",""
"HNRNPUL1","0.305","0.615","0.350","1","hsa-miR-3184-5p","","",""
"HSPA4L","0.309","0.615","0.557","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"IDH2","0.305","0.615","0.350","1","hsa-miR-3184-5p","","",""
"IER5","0.305","0.615","0.350","1","hsa-miR-215-5p","","",""
"JPH3","0.329","0.615","0.382","1","hsa-miR-191-5p","","",""
"KAZN","0.329","0.615","0.382","1","hsa-miR-324-5p","","",""
"KCNK1","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"KIAA0226L","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"KIAA0513","0.305","0.615","0.350","1","hsa-miR-324-5p","","",""
"KIF1C","0.305","0.615","0.350","1","hsa-miR-503-5p","","",""
"KPNA6","0.296","0.615","0.541","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"LBR","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"LMBR1L","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"LMNB2","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"LRRC8A","0.305","0.615","0.350","1","hsa-miR-191-5p","","",""
"MAPKBP1","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"MAPT","0.329","0.615","0.382","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"MARCH9","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"MDN1","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"MGAT3","0.329","0.615","0.382","1","hsa-miR-324-5p","","",""
"MMP14","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"NDRG4","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"NEK10","0.305","0.615","0.350","1","hsa-miR-503-5p","","",""
"NFATC2IP","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"NIPAL1","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"NKAIN2","0.305","0.615","0.350","1","hsa-miR-215-5p","","",""
"NNAT","0.329","0.615","0.382","1","hsa-miR-3184-5p","","",""
"NR6A1","0.309","0.615","0.557","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"OCIAD2","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"OCRL","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"PAOX","0.329","0.615","0.382","1","hsa-miR-3184-5p","","",""
"PCBP2","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"PEX13","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"PGK1","0.305","0.615","0.350","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PI4K2B","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"PIAS2","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"PKDCC","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"PLCL2","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"PLEKHO1","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"RAB9B","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"RARG","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"RASD2","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"RBM18","0.329","0.615","0.382","1","hsa-miR-324-5p","","",""
"RNF144B","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"RNF2","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"SAMD8","0.309","0.615","0.557","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-324-5p","",""
"SEMA7A","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"SLC35G1","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"SLC41A1","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"SLC6A4","0.305","0.615","0.350","1","hsa-miR-324-5p","","",""
"SMARCC2","0.329","0.615","0.382","1","hsa-miR-3184-5p","","",""
"STEAP3","0.329","0.615","0.382","1","hsa-miR-503-5p","","",""
"SYT6","0.305","0.615","0.350","1","hsa-miR-215-5p","","",""
"TCEB3","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"TDG","0.329","0.615","0.382","1","hsa-miR-215-5p","","",""
"TMEM229B","0.329","0.615","0.382","1","hsa-miR-324-5p","","",""
"TMEM50B","0.329","0.615","0.382","1","hsa-miR-24-3p","","",""
"TRIOBP","0.305","0.615","0.350","1","hsa-miR-3184-5p","","",""
"TSHZ1","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"TTL","0.329","0.615","0.382","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"UBE2QL1","0.305","0.615","0.350","1","hsa-miR-215-5p","","",""
"UNC5C","0.329","0.615","0.382","1","hsa-miR-324-5p","","",""
"USF2","0.305","0.615","0.350","1","hsa-miR-3184-5p","","",""
"USP44","0.305","0.615","0.350","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"WNT8B","0.305","0.615","0.350","1","hsa-miR-24-3p","","",""
"ZNF362","0.329","0.615","0.382","1","hsa-miR-191-5p","","",""
"ZNF629","0.305","0.615","0.350","1","hsa-miR-503-5p","","",""
"ABL2","0.360","0.618","0.620","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-324-5p","",""
"ACSL6","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"ADD2","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"AJUBA","0.351","0.618","0.414","1","hsa-miR-3184-5p","","",""
"AKAP5","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"AL590483.1","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"ANGEL1","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"APBA1","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"AQR","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"ARHGEF39","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"BLCAP","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"BMPR1A","0.360","0.618","0.620","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"BTRC","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"C17orf75","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"C20orf112","0.360","0.618","0.620","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"CAMSAP1","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CDH7","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"CDK16","0.373","0.618","0.445","1","hsa-miR-324-5p","","",""
"CDV3","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"CELF3","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CELSR2","0.351","0.618","0.414","1","hsa-miR-3184-5p","","",""
"CLCN5","0.347","0.618","0.605","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"COL5A1","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"CTH","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"CTNNBIP1","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"DGKG","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"DNAH10OS","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"DUSP7","0.373","0.618","0.445","1","hsa-miR-191-5p","","",""
"DYRK3","0.351","0.618","0.414","1","hsa-miR-215-5p","","",""
"EDA","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"EED","0.373","0.618","0.445","1","hsa-miR-503-5p","","",""
"EML6","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"ENC1","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"EPHA8","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"ERBB3","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"ESRP1","0.373","0.618","0.445","1","hsa-miR-503-5p","","",""
"EXTL3","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
