"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5"
"EMC7","0.0980","0.306","0.267","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"PSMD11","0.0980","0.306","0.267","2","hsa-miR-324-5p","hsa-miR-3184-5p","","",""
"SGO1","0.0980","0.306","0.267","2","hsa-miR-324-5p","hsa-miR-6741-3p","","",""
"SLC26A2","0.0980","0.306","0.267","2","hsa-miR-215-5p","hsa-miR-324-5p","","",""
"TMEM246","0.0980","0.306","0.267","2","hsa-miR-215-5p","hsa-miR-6511a-3p","","",""
"AJAP1","0.101","0.313","0.271","2","hsa-miR-3184-5p","hsa-miR-6511a-3p","","",""
"PTDSS2","0.101","0.313","0.271","2","hsa-miR-24-3p","hsa-miR-425-3p","","",""
"SYNGR1","0.101","0.313","0.271","2","hsa-miR-215-5p","hsa-miR-3184-5p","","",""
"WDR73","0.101","0.313","0.271","2","hsa-miR-425-3p","hsa-miR-451b","","",""
"LARP1","0.101","0.314","0.378","3","hsa-miR-3074-5p","hsa-miR-503-5p","hsa-miR-3184-5p","",""
"ADAMTS1","0.105","0.314","0.110","1","hsa-miR-1180-3p","","","",""
"ADIRF","0.105","0.314","0.110","1","hsa-miR-3184-5p","","","",""
"AP1S2","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"AP2S1","0.105","0.314","0.110","1","hsa-miR-3184-5p","","","",""
"ARHGAP21","0.105","0.314","0.110","1","hsa-miR-361-3p","","","",""
"ASS1","0.105","0.314","0.110","1","hsa-miR-324-5p","","","",""
"BTC","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"C17orf49","0.105","0.314","0.110","1","hsa-miR-24-3p","","","",""
"C17orf58","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"CBX8","0.103","0.314","0.275","2","hsa-miR-2110","hsa-miR-3184-5p","","",""
"DCAF15","0.105","0.314","0.110","1","hsa-miR-191-5p","","","",""
"DSG3","0.105","0.314","0.110","1","hsa-miR-6741-3p","","","",""
"ECT2","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"FAM234A","0.105","0.314","0.110","1","hsa-miR-24-3p","","","",""
"FAM43B","0.105","0.314","0.110","1","hsa-miR-324-5p","","","",""
"GCN1","0.105","0.314","0.110","1","hsa-miR-425-3p","","","",""
"GPD1","0.105","0.314","0.110","1","hsa-miR-361-3p","","","",""
"GPR182","0.105","0.314","0.110","1","hsa-miR-6511a-3p","","","",""
"HIST2H2BF","0.105","0.314","0.110","1","hsa-miR-1180-3p","","","",""
"KIAA0355","0.105","0.314","0.110","1","hsa-miR-451b","","","",""
"MACF1","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"MALAT1","0.105","0.314","0.110","1","hsa-miR-146b-5p","","","",""
"MIS18BP1","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"MRPL50","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"MTA2","0.105","0.314","0.110","1","hsa-miR-146a-5p","","","",""
"N4BP1","0.103","0.314","0.275","2","hsa-miR-451b","hsa-miR-503-5p","","",""
"NDUFA10","0.105","0.314","0.110","1","hsa-miR-3909","","","",""
"NFATC1","0.105","0.314","0.110","1","hsa-miR-324-5p","","","",""
"NKX6-2","0.105","0.314","0.110","1","hsa-miR-3184-5p","","","",""
"NSF","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"OSBPL1A","0.105","0.314","0.110","1","hsa-miR-146a-5p","","","",""
"PCDHA4","0.105","0.314","0.110","1","hsa-miR-3074-5p","","","",""
"RAB6A","0.105","0.314","0.110","1","hsa-miR-324-5p","","","",""
"RGS9BP","0.103","0.314","0.275","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"TBL1X","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"TTF2","0.103","0.314","0.275","2","hsa-miR-215-5p","hsa-miR-361-3p","","",""
"UBXN11","0.105","0.314","0.110","1","hsa-miR-324-5p","","","",""
"UVRAG","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"VPS13C","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"ZNF45","0.105","0.314","0.110","1","hsa-miR-215-5p","","","",""
"ENTPD5","0.106","0.316","0.279","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"KLHL23","0.106","0.316","0.279","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"MARCKSL1","0.106","0.316","0.279","2","hsa-miR-24-3p","hsa-miR-2110","","",""
"MPP2","0.106","0.316","0.279","2","hsa-miR-146a-5p","hsa-miR-146b-5p","","",""
"MTRF1L","0.106","0.316","0.279","2","hsa-miR-3184-5p","hsa-miR-3074-5p","","",""
"KLLN","0.109","0.323","0.284","2","hsa-miR-4677-3p","hsa-miR-24-3p","","",""
"STK35","0.109","0.323","0.284","2","hsa-miR-24-3p","hsa-miR-2110","","",""
"ATP2B3","0.112","0.324","0.119","1","hsa-miR-3909","","","",""
"BCL2","0.111","0.324","0.288","2","hsa-miR-215-5p","hsa-miR-503-5p","","",""
"BRSK1","0.112","0.324","0.119","1","hsa-miR-3184-5p","","","",""
"CLLU1OS","0.112","0.324","0.119","1","hsa-miR-6511a-3p","","","",""
"DBF4","0.112","0.324","0.119","1","hsa-miR-24-3p","","","",""
"EEF1A1","0.111","0.324","0.288","2","hsa-miR-361-3p","hsa-miR-24-3p","","",""
"EIF4G3","0.112","0.324","0.119","1","hsa-miR-24-3p","","","",""
"EML6","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"FAM182B","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"GAS2L3","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"GID8","0.112","0.324","0.119","1","hsa-miR-324-5p","","","",""
"HNRNPM","0.112","0.324","0.119","1","hsa-miR-191-5p","","","",""
"IL1A","0.112","0.324","0.119","1","hsa-miR-191-5p","","","",""
"INPP5F","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"ITPR2","0.112","0.324","0.119","1","hsa-miR-324-5p","","","",""
"LRIT3","0.112","0.324","0.119","1","hsa-miR-4677-3p","","","",""
"LRWD1","0.112","0.324","0.119","1","hsa-miR-503-5p","","","",""
"MCM3","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"NREP","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"PBX1","0.112","0.324","0.119","1","hsa-miR-3074-5p","","","",""
"PDCD11","0.112","0.324","0.119","1","hsa-miR-361-3p","","","",""
"PNMA5","0.112","0.324","0.119","1","hsa-miR-361-3p","","","",""
"PNPLA7","0.112","0.324","0.119","1","hsa-miR-2110","","","",""
"PSMC1","0.112","0.324","0.119","1","hsa-miR-3074-5p","","","",""
"RAB11FIP2","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"RPS5","0.112","0.324","0.119","1","hsa-miR-503-5p","","","",""
"SAP18","0.112","0.324","0.119","1","hsa-miR-324-5p","","","",""
"SCARB1","0.112","0.324","0.119","1","hsa-miR-324-5p","","","",""
"SLC12A8","0.112","0.324","0.119","1","hsa-miR-425-3p","","","",""
"TAX1BP3","0.112","0.324","0.119","1","hsa-miR-324-5p","","","",""
"TBC1D14","0.112","0.324","0.119","1","hsa-miR-24-3p","","","",""
"TNFRSF13B","0.112","0.324","0.119","1","hsa-miR-24-3p","","","",""
"UACA","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"UBASH3B","0.112","0.324","0.119","1","hsa-miR-215-5p","","","",""
"ZNF282","0.112","0.324","0.119","1","hsa-miR-503-5p","","","",""
"BAK1","0.114","0.329","0.292","2","hsa-miR-3184-5p","hsa-miR-361-3p","","",""
"SNRPD1","0.115","0.331","0.401","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-6741-3p","",""
"AGFG1","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"CHD8","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"CINP","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"CRYBG3","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"CXCR5","0.120","0.334","0.127","1","hsa-miR-3074-5p","","","",""
"CXXC5","0.120","0.334","0.127","1","hsa-miR-4677-3p","","","",""
"CYP24A1","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"DHCR7","0.120","0.334","0.127","1","hsa-miR-451b","","","",""
"EMC3","0.120","0.334","0.301","2","hsa-miR-24-3p","hsa-miR-6741-3p","","",""
"FZD1","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"GAB2","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"GCH1","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"GREM2","0.120","0.334","0.127","1","hsa-miR-503-5p","","","",""
"HIST1H3A","0.120","0.334","0.127","1","hsa-miR-3909","","","",""
"KCNJ5","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"KIF14","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"KLHL38","0.120","0.334","0.127","1","hsa-miR-3184-5p","","","",""
"LDHA","0.117","0.334","0.296","2","hsa-miR-324-5p","hsa-miR-24-3p","","",""
"LSM12","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"MTMR1","0.120","0.334","0.127","1","hsa-miR-361-3p","","","",""
"NDUFA7","0.117","0.334","0.296","2","hsa-miR-425-3p","hsa-miR-24-3p","","",""
"NEBL","0.120","0.334","0.127","1","hsa-miR-324-5p","","","",""
"PALM","0.120","0.334","0.127","1","hsa-miR-324-5p","","","",""
"PCDH11Y","0.120","0.334","0.127","1","hsa-miR-324-5p","","","",""
"PDF","0.120","0.334","0.301","2","hsa-miR-24-3p","hsa-miR-451b","","",""
"PEAK3","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"PIP4K2B","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"RANBP1","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"SDC3","0.120","0.334","0.127","1","hsa-miR-4677-3p","","","",""
"SFR1","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"SIVA1","0.120","0.334","0.127","1","hsa-miR-3909","","","",""
"SLC16A14","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"THBD","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"TRAF6","0.120","0.334","0.301","2","hsa-miR-146a-5p","hsa-miR-146b-5p","","",""
"UBE3A","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"VPS72","0.120","0.334","0.127","1","hsa-miR-2110","","","",""
"WDCP","0.120","0.334","0.127","1","hsa-miR-215-5p","","","",""
"ZC3H15","0.120","0.334","0.127","1","hsa-miR-24-3p","","","",""
"ADORA3","0.128","0.341","0.135","1","hsa-miR-324-5p","","","",""
"AP5B1","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"APOOL","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"ARHGEF7","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"ARMC12","0.128","0.341","0.135","1","hsa-miR-451b","","","",""
"B4GALNT4","0.128","0.341","0.135","1","hsa-miR-3184-5p","","","",""
"BANP","0.128","0.341","0.135","1","hsa-miR-3184-5p","","","",""
"BBC3","0.125","0.341","0.309","2","hsa-miR-3074-5p","hsa-miR-24-3p","","",""
"C21orf33","0.128","0.341","0.135","1","hsa-miR-3909","","","",""
"CASK","0.128","0.341","0.135","1","hsa-miR-503-5p","","","",""
"CBY3","0.125","0.341","0.309","2","hsa-miR-3909","hsa-miR-24-3p","","",""
"CNNM3","0.125","0.341","0.309","2","hsa-miR-24-3p","hsa-miR-6511a-3p","","",""
"CXCR4","0.128","0.341","0.135","1","hsa-miR-146a-5p","","","",""
"DBNDD1","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"DNAJC11","0.128","0.341","0.135","1","hsa-miR-324-5p","","","",""
"ERMP1","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"FAM229B","0.125","0.341","0.309","2","hsa-miR-503-5p","hsa-miR-6511a-3p","","",""
"FAS","0.128","0.341","0.135","1","hsa-miR-146a-5p","","","",""
"FUBP1","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"IDH2","0.128","0.341","0.135","1","hsa-miR-3074-5p","","","",""
"IFIT1","0.128","0.341","0.135","1","hsa-miR-146a-5p","","","",""
"LANCL1","0.128","0.341","0.135","1","hsa-miR-503-5p","","","",""
"LMNB2","0.125","0.341","0.489","4","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-3074-5p","hsa-miR-3184-5p",""
"LRRFIP2","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"MAPK7","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"MELTF","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"MSL1","0.128","0.341","0.135","1","hsa-miR-451b","","","",""
"OLFML2A","0.123","0.341","0.305","2","hsa-miR-146a-5p","hsa-miR-3909","","",""
"P2RY2","0.128","0.341","0.135","1","hsa-miR-6511a-3p","","","",""
"PCDHB2","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"PDHA1","0.128","0.341","0.135","1","hsa-miR-191-5p","","","",""
"PGBD5","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"PMAIP1","0.124","0.341","0.415","3","hsa-miR-146a-5p","hsa-miR-146b-5p","hsa-miR-6750-3p","",""
"POLR2A","0.128","0.341","0.135","1","hsa-miR-324-5p","","","",""
"PPP5D1","0.128","0.341","0.135","1","hsa-miR-6741-3p","","","",""
"RRAS","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"SETX","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"SIGLEC8","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"SLC46A3","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"SPTBN1","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"TAF1","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"TDG","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"TMEM164","0.128","0.341","0.135","1","hsa-miR-215-5p","","","",""
"TMEM69","0.128","0.341","0.135","1","hsa-miR-2110","","","",""
"TRAK1","0.128","0.341","0.135","1","hsa-miR-503-5p","","","",""
"TWSG1","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"UHRF1BP1L","0.128","0.341","0.135","1","hsa-miR-24-3p","","","",""
"VPS41","0.128","0.341","0.135","1","hsa-miR-6511a-3p","","","",""
"ZDHHC3","0.128","0.341","0.135","1","hsa-miR-451b","","","",""
"ZFP30","0.123","0.341","0.305","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"ALG1","0.128","0.342","0.313","2","hsa-miR-24-3p","hsa-miR-361-3p","","",""
"BZW1","0.128","0.342","0.420","3","hsa-miR-451b","hsa-miR-24-3p","hsa-miR-503-5p","",""
"OSBPL10","0.128","0.342","0.313","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"UGCG","0.131","0.348","0.317","2","hsa-miR-324-5p","hsa-miR-24-3p","","",""
"URM1","0.131","0.348","0.317","2","hsa-miR-24-3p","hsa-miR-3184-5p","","",""
"YME1L1","0.131","0.348","0.317","2","hsa-miR-24-3p","hsa-miR-215-5p","","",""
"ABCB11","0.135","0.350","0.144","1","hsa-miR-3074-5p","","","",""
"APOL1","0.135","0.350","0.144","1","hsa-miR-6741-3p","","","",""
"BCAR1","0.135","0.350","0.144","1","hsa-miR-24-3p","","","",""
"BCL11A","0.135","0.350","0.144","1","hsa-miR-2110","","","",""
"BCLAF1","0.135","0.350","0.144","1","hsa-miR-146a-5p","","","",""
"CCDC121","0.135","0.350","0.144","1","hsa-miR-215-5p","","","",""
"CCDC58","0.135","0.350","0.144","1","hsa-miR-24-3p","","","",""
"CPT1B","0.135","0.350","0.144","1","hsa-miR-3074-5p","","","",""
"CUL5","0.135","0.350","0.144","1","hsa-miR-215-5p","","","",""
"EAF1","0.135","0.350","0.144","1","hsa-miR-215-5p","","","",""
"EMX1","0.135","0.350","0.144","1","hsa-miR-2110","","","",""
"EXOSC10","0.135","0.350","0.144","1","hsa-miR-6741-3p","","","",""
"JARID2","0.134","0.350","0.322","2","hsa-miR-24-3p","hsa-miR-503-5p","","",""
"KAT2B","0.135","0.350","0.144","1","hsa-miR-215-5p","","","",""
"KLF17","0.135","0.350","0.144","1","hsa-miR-24-3p","","","",""
"MAD2L1","0.135","0.350","0.144","1","hsa-miR-215-5p","","","",""
"MPI","0.135","0.350","0.144","1","hsa-miR-324-5p","","","",""
"MTSS1","0.135","0.350","0.144","1","hsa-miR-215-5p","","","",""
"NRL","0.135","0.350","0.144","1","hsa-miR-361-3p","","","",""
"NUDT4","0.135","0.350","0.144","1","hsa-miR-361-3p","","","",""
"PAQR8","0.135","0.350","0.144","1","hsa-miR-361-3p","","","",""
"PLIN5","0.135","0.350","0.144","1","hsa-miR-24-3p","","","",""
"POLE","0.135","0.350","0.144","1","hsa-miR-324-5p","","","",""
"RNPEPL1","0.135","0.350","0.144","1","hsa-miR-26b-3p","","","",""
"SRSF4","0.135","0.350","0.144","1","hsa-miR-1180-3p","","","",""
"STRN4","0.135","0.350","0.144","1","hsa-miR-3184-5p","","","",""
"TARS","0.135","0.350","0.144","1","hsa-miR-191-5p","","","",""
"TNFRSF11A","0.135","0.350","0.144","1","hsa-miR-503-5p","","","",""
"WBP1L","0.135","0.350","0.144","1","hsa-miR-2110","","","",""
"ZFP64","0.135","0.350","0.144","1","hsa-miR-361-3p","","","",""
"ZNF215","0.135","0.350","0.144","1","hsa-miR-215-5p","","","",""
"ADD3","0.142","0.353","0.152","1","hsa-miR-24-3p","","","",""
"ALG10B","0.140","0.353","0.330","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"AMZ1","0.142","0.353","0.152","1","hsa-miR-324-5p","","","",""
"ANAPC13","0.142","0.353","0.152","1","hsa-miR-324-5p","","","",""
"APC","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"APOL2","0.142","0.353","0.152","1","hsa-miR-24-3p","","","",""
"ARID5B","0.140","0.353","0.330","2","hsa-miR-324-5p","hsa-miR-3184-5p","","",""
"BIRC5","0.140","0.353","0.330","2","hsa-miR-6511a-3p","hsa-miR-4677-3p","","",""
"C6","0.142","0.353","0.152","1","hsa-miR-6511a-3p","","","",""
"C6orf132","0.137","0.353","0.326","2","hsa-miR-215-5p","hsa-miR-6741-3p","","",""
"C7orf65","0.142","0.353","0.152","1","hsa-miR-6741-3p","","","",""
"C8orf46","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"CADPS2","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"CCAR2","0.142","0.353","0.152","1","hsa-miR-24-3p","","","",""
"CENPK","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"CTH","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"CUL4A","0.142","0.353","0.152","1","hsa-miR-451b","","","",""
"DRAXIN","0.140","0.353","0.330","2","hsa-miR-2110","hsa-miR-24-3p","","",""
"DSE","0.142","0.353","0.152","1","hsa-miR-3074-5p","","","",""
"DYNAP","0.142","0.353","0.152","1","hsa-miR-2110","","","",""
"ERAP2","0.142","0.353","0.152","1","hsa-miR-6741-3p","","","",""
"FRMPD3","0.142","0.353","0.152","1","hsa-miR-6511a-3p","","","",""
"GCLM","0.142","0.353","0.152","1","hsa-miR-24-3p","","","",""
"GLYAT","0.142","0.353","0.152","1","hsa-miR-6741-3p","","","",""
"HSPA2","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"HUNK","0.142","0.353","0.152","1","hsa-miR-6511a-3p","","","",""
"IRAK4","0.140","0.353","0.330","2","hsa-miR-215-5p","hsa-miR-3074-5p","","",""
"IRS4","0.142","0.353","0.152","1","hsa-miR-191-5p","","","",""
"ITGBL1","0.142","0.353","0.152","1","hsa-miR-146a-5p","","","",""
"LRFN1","0.142","0.353","0.152","1","hsa-miR-361-3p","","","",""
"LRP8","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"MYDGF","0.142","0.353","0.152","1","hsa-miR-451b","","","",""
"NHS","0.140","0.353","0.330","2","hsa-miR-24-3p","hsa-miR-3909","","",""
"NKX2-5","0.142","0.353","0.152","1","hsa-miR-324-5p","","","",""
"PGAM1","0.140","0.353","0.330","2","hsa-miR-324-5p","hsa-miR-3184-5p","","",""
"PHF6","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"PRICKLE1","0.137","0.353","0.326","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"PRSS23","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"PRY","0.142","0.353","0.152","1","hsa-miR-6511a-3p","","","",""
"PRY2","0.142","0.353","0.152","1","hsa-miR-6511a-3p","","","",""
"RASGRP1","0.142","0.353","0.152","1","hsa-miR-4677-3p","","","",""
"RAX","0.142","0.353","0.152","1","hsa-miR-361-3p","","","",""
"RGS2","0.142","0.353","0.152","1","hsa-miR-191-5p","","","",""
"RSPH3","0.142","0.353","0.152","1","hsa-miR-6741-3p","","","",""
"SLC35D2","0.142","0.353","0.152","1","hsa-miR-451b","","","",""
"SLC7A1","0.140","0.353","0.330","2","hsa-miR-24-3p","hsa-miR-191-5p","","",""
"SLC7A5P2","0.142","0.353","0.152","1","hsa-miR-26b-3p","","","",""
"ST7L","0.142","0.353","0.152","1","hsa-miR-24-3p","","","",""
"TCEAL1","0.142","0.353","0.152","1","hsa-miR-1180-3p","","","",""
"THOC2","0.142","0.353","0.152","1","hsa-miR-1180-3p","","","",""
"TMTC2","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"VGLL3","0.142","0.353","0.152","1","hsa-miR-24-3p","","","",""
"VMAC","0.142","0.353","0.152","1","hsa-miR-324-5p","","","",""
"ZBTB3","0.137","0.353","0.326","2","hsa-miR-451b","hsa-miR-24-3p","","",""
"ZDHHC2","0.142","0.353","0.152","1","hsa-miR-215-5p","","","",""
"ZNF841","0.142","0.353","0.152","1","hsa-miR-6741-3p","","","",""
"ZNF85","0.137","0.353","0.326","2","hsa-miR-215-5p","hsa-miR-6741-3p","","",""
"EDEM3","0.143","0.353","0.334","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"RAN","0.143","0.353","0.334","2","hsa-miR-451b","hsa-miR-324-5p","","",""
"ADAMTS14","0.150","0.356","0.161","1","hsa-miR-3184-5p","","","",""
"ALDOC","0.150","0.356","0.161","1","hsa-miR-3184-5p","","","",""
"AMMECR1","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"ANP32A","0.150","0.356","0.161","1","hsa-miR-361-3p","","","",""
"B4GALT6","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"C1orf106","0.150","0.356","0.161","1","hsa-miR-24-3p","","","",""
"CBX2","0.146","0.356","0.339","2","hsa-miR-503-5p","hsa-miR-3173-5p","","",""
"CCDC14","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"CDK15","0.150","0.356","0.161","1","hsa-miR-3184-5p","","","",""
"DCAF4","0.150","0.356","0.161","1","hsa-miR-24-3p","","","",""
"EPDR1","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"FPGS","0.150","0.356","0.161","1","hsa-miR-4677-3p","","","",""
"GLIS3","0.150","0.356","0.161","1","hsa-miR-3909","","","",""
"GPRIN1","0.150","0.356","0.161","1","hsa-miR-3184-5p","","","",""
"GPT2","0.150","0.356","0.161","1","hsa-miR-6741-3p","","","",""
"HIBADH","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"HIST1H4C","0.150","0.356","0.161","1","hsa-miR-425-3p","","","",""
"HMGXB3","0.150","0.356","0.161","1","hsa-miR-324-5p","","","",""
"IFI44L","0.150","0.356","0.161","1","hsa-miR-146a-5p","","","",""
"IMPA1","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"ISLR2","0.150","0.356","0.161","1","hsa-miR-425-3p","","","",""
"KCMF1","0.150","0.356","0.161","1","hsa-miR-6741-3p","","","",""
"KLF12","0.150","0.356","0.161","1","hsa-miR-4677-3p","","","",""
"LRRC8A","0.150","0.356","0.161","1","hsa-miR-191-5p","","","",""
"MAPK9","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"MED24","0.150","0.356","0.161","1","hsa-miR-24-3p","","","",""
"MIS18A","0.150","0.356","0.161","1","hsa-miR-24-3p","","","",""
"MX2","0.150","0.356","0.161","1","hsa-miR-146a-5p","","","",""
"NDE1","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"NFX1","0.150","0.356","0.161","1","hsa-miR-24-3p","","","",""
"NOS1","0.150","0.356","0.161","1","hsa-miR-146a-5p","","","",""
"OLR1","0.149","0.356","0.343","2","hsa-miR-3184-5p","hsa-miR-24-3p","","",""
"P3H1","0.150","0.356","0.161","1","hsa-miR-4677-3p","","","",""
"PPM1N","0.150","0.356","0.161","1","hsa-miR-4677-3p","","","",""
"PRKCH","0.150","0.356","0.161","1","hsa-miR-24-3p","","","",""
"RBBP5","0.150","0.356","0.161","1","hsa-miR-6511a-3p","","","",""
"RNF149","0.146","0.356","0.339","2","hsa-miR-503-5p","hsa-miR-6741-3p","","",""
"RPL32","0.150","0.356","0.161","1","hsa-miR-451b","","","",""
"RPS6KL1","0.150","0.356","0.161","1","hsa-miR-3184-5p","","","",""
"RUSC2","0.150","0.356","0.161","1","hsa-miR-324-5p","","","",""
"SERTAD4","0.150","0.356","0.161","1","hsa-miR-215-5p","","","",""
"SLITRK5","0.150","0.356","0.161","1","hsa-miR-3184-5p","","","",""
"SOX2","0.150","0.356","0.161","1","hsa-miR-146a-5p","","","",""
"ST18","0.150","0.356","0.161","1","hsa-miR-451b","","","",""
"STAT1","0.150","0.356","0.161","1","hsa-miR-146a-5p","","","",""
"STRADB","0.150","0.356","0.161","1","hsa-miR-24-3p","","","",""
"THBS2","0.149","0.356","0.343","2","hsa-miR-361-3p","hsa-miR-6741-3p","","",""
